v	Vector
[CH3][C](=[O])[C]#[C][C]#[C][C]#[N]	0	91 108 132 164 285 478 650 667 674 767 790 807 1020 1057 1120 1254 1300 1384 1450 1597 1621 1652 1693 1702 1794 1917	13.70550541595987,4.538476953745827,1.8388264400568484,3.6129304402596665,-2.4425766463988796,-0.9444212060377501,-0.8944498490474148,5.2350037573619606,-0.36072298318633855,-2.2658421598531246,4.989463519696303,5.013797270214873,6.376889447995485,3.9078819540096754,-1.6065082723295832,-0.5729193260609926,0.6494617914788049,-2.575522342732026,0.48961696036927516,0.19534811435109323,0.6573653729304068,-1.6147712481086183,-0.9382873630559244,-0.44491564531867883,-1.9744317921678487,-1.1024905370673406,1.17369287398788,-1.4472177112241715,0.014676944890477772,-0.10426899400145812,2.5698515134951307,1.662062310603301,-0.6626210825566899,-0.682720989452172,0.48619738579670846,-0.6683131855125007,1.3972755926365095,1.740639721799001,1.6070289443072792,-0.2775957064647421,1.3942723526505727,-0.6882851403699342,1.0574539139311299,0.3775057300878572,-1.1204815342938366,-1.0280976799566937,-1.8886050622305093,0.2816128214942907,0.15067651365835943,-0.28830278390799,-1.0769292335428944,1.0579902095882125,0.4595277117955202,0.22760957972296192,-0.07214227279731378,-0.8770130762248584,-0.7570915029641975,0.7588259928904596,0.38937368534459804,-0.03670823221095776,-0.25730404949773167,0.15577401002623534,-0.9321749332867935,1.9811940622250988,-1.6448455034947091,-0.37260509162740885,-0.6611989348092454,0.36005166539285494,1.489091093725766,-0.6200552754509064
[O]=[c]1[c]2[cH][cH][cH][cH][c]2[s][c]2[cH][cH][cH][cH][c]12	0	119 162 170 210 296 314 363 525 597 650 675 885 980 1073 1357 1371 1380 1404 1516 1583 1652 1656 1672 1846 1873 1928 1930	-0.8381580788986782,8.015550996316874,-0.7023708202411107,1.7910339824626744,0.008826589390317136,1.1977732129607337,-2.467805077706878,-2.2351547684193465,0.3188919953418362,-0.15650192468216526,-1.1670685583289206,0.16750676604040463,0.5553623717261664,-1.2227451195598205,-0.5666935005000462,-0.6695582166632976,0.30722134680722346,-0.6913265464446483,0.135451436510217,0.07834303167801045,-0.9208192634503161,-0.7605295482235019,1.162844216777716,0.7090259903687854,-0.9691223435897349,0.7935106294934192,-0.14506964306616288,-0.3253889018476462,1.5911671342758327,1.0093427305803084,0.5563676598031905,-0.8166341444994119,-0.4329297224937668,-0.6985637057861114,-0.12015196525189278,0.014421074063970307,0.41885593232261265,0.6586794014730273,-0.3340995703931078,0.5174521802687617,0.2686441854473993,-0.8423101240300215,0.1218156602287116,0.18972954537504289,-0.24572939971228047,-0.12012444652964405,0.26488063074769713,0.5195110702057919,0.21778283086295103,-0.10066374704978154,0.20865518508574887,0.010491155961582233,0.2805250162248026,-0.03515305668878588,-0.3675112074535781,-0.06273138129367495,0.37144371376235397,0.4467646024056846,0.049209429897681914,-0.0001091891951680024,-0.39181974490795846,-0.19914420533474902,0.20217788821352523,0.6663126619786244,0.013547666028555672,0.19083119966738815,-0.24614986759875457,-0.6031436832393482,0.06625809656562626,0.2873662412246502
[C-]#[N+][C](=[CH]\[c]1[cH][cH][c]([OH])[cH][cH]1)/[C](=[CH]/[c]1[cH][cH][c]([OH])[cH][cH]1)[N+]#[C-]	0	91 187 363 487 584 602 611 694 745 789 807 815 861 931 1064 1073 1100 1255 1320 1365 1367 1380 1399 1478 1515 1582 1652 1700 1702 1809 1873 2033	-4.13591815304339,5.670645333008242,-0.09068045331858565,8.858134461702189,0.6168787640826031,5.208598213384022,-1.9814111063977116,3.3745713073176247,3.179026363752034,1.1339826806332023,6.334698737955662,-0.42173993143248567,1.6113360487328903,-2.921296285611752,-0.12684386131651038,0.12250717058837735,-0.5472529964239942,-1.1374168977165002,0.45932862742999236,-2.9568856377220847,-0.0444357760806543,-2.553021376399266,-0.7659808276054156,-0.199631637335146,-1.5548520093343612,1.1615738957271189,1.1474921308837065,-0.8848784974340133,-1.4301157099716655,-1.0393722115145814,5.79527007068019,1.416936786059897,0.06971967970934301,2.0189611170607735,-1.9843833072248631,-1.4305933822537136,-1.9487299130133076,1.1052220400547794,-1.7766580877894973,-1.4214618226289146,-0.16306139549820164,-1.0420897595212595,-0.9165802268660803,-0.5866323765010814,-0.2635482041889562,-0.8437274992019925,0.1306765002613367,-1.1656653487266364,-0.6335003090295405,-2.8089113888552646,-2.334225808178366,-1.2032836590987384,-3.60328286179388,-2.492441700211234,0.3416203936956709,0.5462166136527566,-3.032429915673492,-0.2574256006865271,2.012597628338189,-0.5125957912598466,-0.9456460766535281,2.524571443256948,-1.4006244064364353,-3.9476332584291303,-0.20486307868867648,3.717676966302422,-1.310199193167499,-3.358568914549847,0.15273683443084718,-2.3632657072135492
[CH]#[C][CH]([C]#[C][CH3])[CH]([CH3])[CH3]	0	1 23 91 169 351 384 388 390 497 576 634 674 900 915 930 1028 1057 1083 1166 1330 1402 1428 1600 1652 1673 1750 1781 1844 1976	14.24159203937986,2.1612409765803524,3.679382187356704,3.928279739991572,0.20133994248128245,-0.29592183436490116,1.8522722539885315,-0.9385916909234245,1.6376972619588952,0.6639111700730516,4.393155889033757,2.27091025055391,4.621703769809135,1.8451011905558194,-0.4657923400846372,0.3379852443957439,-1.7243785429383245,-1.64239914559496,-0.03369025358281352,-0.19669406561017946,-1.5746747201158353,0.20000386083360716,-0.045901138523552765,0.35059139397732675,-0.11170520673645351,-1.080605730233993,-0.6570794927602506,-2.488018796631767,-0.20678950311504196,-0.6180967993021653,0.22909963620330054,2.435042552701623,-1.5681675627838159,-2.2971781293627562,0.3065430055629639,-0.745873373464045,1.3407273626865504,-0.25079462775203554,0.459837851268884,1.4431717466876393,0.03476942166822805,0.057110316049355514,1.563136841441887,1.3090246090774766,-1.6639745885838424,-1.0582670305823723,-1.6326116940748294,0.005256642046909565,0.5118569189563931,0.004208386433723121,-0.4667183887757985,0.22599798336767354,-0.3387615130624493,0.31879897333020063,-0.4745839608136473,0.5255496025707291,-0.2752922919103742,-0.38588472783262323,0.5958975667076667,-0.43510029687102714,0.3820924153865845,-0.17941918043452398,-0.5185933843446773,1.142937983148692,-0.36339652349977153,-0.1280046212954592,0.007913904859685683,0.1872136641654482,0.4049081703330381,-0.4584413261818158
[O]=[CH][CH]=[O]	0	650 694 1004 1478 1614 1652 1684	16.09110745557874,5.617561469949774,1.2333163579080986,2.434925668138574,1.3184803232763145,0.33053893952781005,-1.856598767687113,2.111360043412541,0.8359483846509093,1.670169803473774,0.2979456053705979,-2.099481726533823,-1.448396624127867,-0.04842573911687187,0.8612813285385971,-0.9352864430879024,1.0905640220098278,-0.9997313156853814,0.14750222921895084,0.07081006088609591,0.4504456098300347,0.6375332419863615,-0.47518225453202395,0.4409869639842215,-1.8605562916911416,0.1728553847759834,-0.19889341355273157,0.8257366304832938,1.2278217083929237,-0.7142063949937698,0.9138404060865774,0.0005803186287103856,0.9947141692488958,-0.40690469764834153,0.05131033476444141,-0.7705575479536949,-0.0001975633443282998,-0.4519786362738273,-0.27458076180096125,0.2973778309290684,-0.3332830358206838,0.29893325240164237,-0.321145282852765,0.8676386328488939,0.838168558076218,-0.5256169121994629,0.28579695250448944,0.5842621394919202,0.6966921676963371,0.047596386547113706,-0.20007051766211095,0.5770399816373216,-0.3117401385927595,-0.11623467821741365,0.13807676225082238,0.5059145923499753,0.37535763713687403,0.6690424524452383,-0.2810055990326884,0.6991424996108119,-0.5723528300666038,0.07934738176864006,0.2660201204623478,1.2938864672921015,-0.2519218430703753,1.4390148920784016,0.5868295442596445,-0.7068578748475547,0.24883147170075048,0.33321656587177617
[CH]#[C][C]12[CH]3[O][CH]4[CH]([CH]41)[CH]32	0	49 169 264 334 390 474 505 633 656 674 686 909 915 1016 1019 1037 1060 1063 1135 1201 1292 1437 1496 1639 1652 1767 1905 1921 1926	15.461262351970952,-0.3124796012351529,-6.084021733535585,6.974667529365005,-1.0339890620394878,0.19294352757837513,-0.48335717000778544,1.2994444203728628,-1.8312448176252258,-1.7598765742193865,0.20735003827385115,1.7717752215643485,-0.20913665899517586,2.0007320539359834,0.33139344207726207,0.28664157930484346,-1.2891551349220132,-0.47548602803079687,-1.4133981275565555,0.6430108214205953,0.18935295883394473,-0.3883401982233856,-0.32473372656316324,0.033253703180289085,-0.9370494018009434,-0.18931740064903813,-0.8314417188165745,-2.703397912172841,0.7601620844472575,-1.1520832956692661,-0.96242655014933,-0.26937589983236976,-0.4616583741228336,-0.791897379541869,0.9892538348478823,-0.4295171259102539,0.7507987511967861,-2.356567111727554,0.41342655219390595,1.3249098599218339,-0.47342201226865277,1.0568587962497653,0.4543935024820648,-0.28459222470275614,-1.6431352068699518,-1.1454615278321478,-0.8034496639180615,-1.1140703730545771,1.0517480178245886,-0.0388657307147654,0.8247219145232616,-0.8373986324289122,-0.6708763591729636,-0.5571171633413146,-1.3469588511628054,0.12895990185193484,-0.1130130360957109,1.3821143215620724,-0.9013043689783669,0.7699904304488105,0.3299262184157299,-0.03118766449668811,-0.9669345893034527,-2.007706467887389,-0.13172357230492016,0.7724779449923905,-0.8222031732459699,-0.23234349708814483,0.05021915768892338,0.5584222373181907
[CH3][C]1([CH2][C]#[N])[CH2][CH2]1	0	28 80 91 134 302 563 674 790 793 926 1057 1060 1089 1148 1335 1345 1384 1472 1572 1652 1672 1962	14.94646002547741,3.0366728396849645,-1.1970139098735078,0.731112270971875,-1.6415574598069682,-1.2195916675263954,-1.8136769130488521,0.6887145341872605,1.270877460379353,-1.623481774970096,0.6563365115464798,3.489152841605968,1.3594501173124258,0.7625129300204889,1.5730243972790021,1.4755591924627858,1.3041217519426413,-0.9620519623735582,1.1419670448042611,0.3534568505335624,0.5779287589291282,-0.7320347860053302,0.3576274647313983,0.7727223715540701,-0.33533341324865085,-0.14615168226665967,0.5687788386494053,0.21919862899613007,0.02275299685506693,-0.7736418877568532,-0.08412304712831657,0.16308588765755663,-0.5296892279751355,0.18044915733828715,-0.3767852982216062,0.31108779748272863,0.5296453654927369,0.4780909756318845,0.03915335038552881,0.04216083464429288,-0.2582454740987344,0.32843622783903326,-0.166847716895974,0.2847844291099929,0.18225037126752666,-0.1462914363121708,-0.1272738188521585,0.13430886036119594,0.554428077028494,0.14568171400877983,0.4176264328794994,-0.3190715539787088,0.6596853433758259,-0.25583387406817865,-0.11398614773859772,0.0876786646269263,-0.039036531120021374,-0.4274315597564551,-0.4773346746393138,-0.5295279868490552,0.1059522356660838,-0.19358722531582484,0.014638868988394727,-0.28901874392061966,-0.07424605702638176,-0.17087651159825762,-0.05668514026842686,0.01723134047028485,-0.3397516807566092,-0.4450871243811059
[CH]#[C][C]#[C][C]([CH3])=[O]	0	33 63 91 164 169 202 285 367 390 478 553 650 662 674 807 915 1020 1057 1151 1254 1450 1621 1652 1693 1917	15.250726219301713,3.9030239915099267,1.7378248655574051,2.8948069764914544,-0.9331536920414427,-1.274712099191651,-1.1338069605889562,3.3226527859136805,-0.036506574920313506,-1.4365581450312823,3.042181303156131,2.8509493949179157,3.4583785418902315,1.91273085017819,-1.9010298555509781,0.30422965149741454,-0.3848769795710305,-2.415912242621622,-0.6799308617220843,-0.5069684246922666,-0.5896642808862917,-0.5639527212568697,-0.5295199693019426,-0.1128645479569651,-1.0570444431814243,-1.3826893414077523,-0.46571659257997916,-1.8559636771274595,-0.5944520942141365,-0.17234775371031336,0.8846109712934135,1.9238767054584098,-1.2712327972786857,-1.4108982056759825,0.01129735860869091,-0.7211866323436269,1.0384764042170018,0.5246172734281664,0.9365232534887687,0.7121922709254335,0.26710928942369305,-0.4522910365815082,1.1236475117536429,0.9918954006136507,-1.8138625913684507,-1.0978824380692718,-1.5098675334843614,-0.09749287397874373,-0.021766601925978568,-0.03420244706039921,-0.4138746197803221,0.6596189579238239,0.3799752469069822,-0.3599743172193764,-0.3182776120259573,0.1167759883240726,0.17003447573918262,0.7472598104332175,0.33086934977713045,-0.021070684304265452,0.06302588716768578,-0.009908511964354078,-0.569258328937593,0.7503099717916057,-0.8337778690664772,0.11012429023060755,0.028874339940705984,0.5396010073187496,0.3580607002612832,-0.37475343260470023
[CH]#[C][C]12[CH]3[CH]4[CH2][N]1[CH]4[CH]32	0	8 20 27 49 92 108 118 145 164 169 185 302 390 572 674 859 909 915 926 935 1019 1060 1100 1102 1367 1372 1411 1428 1437 1639 1648 1652 1818	15.131610889661516,0.26384233191306994,-6.300915707246345,3.959110837973782,-1.586725987956052,-0.437097070067044,-0.8723464801618683,0.6879078407651401,-0.37009536565113854,-1.014552339307593,0.8426889087129672,1.4230305851358627,-0.4814114115368558,2.1604324944945428,-1.1678614805603298,1.5736110365948728,-2.081102921869485,-1.254350763875587,-0.8297278183640615,-0.7622217601338475,-0.438178760119229,-0.5842574455853493,-1.0478857850285572,0.16658368377160726,-0.8997770277239402,0.1146388499608958,0.4904555812502551,-2.934935039964649,0.1023994394306812,-1.6036157498848693,-1.1775506322216343,0.19197278844011856,-0.37579748345309183,-1.1689673172910815,0.4816184093489411,-0.2529299574920745,0.4889280911926168,-1.7847749326628002,0.1406297048175963,0.6799737399982103,0.041522561384541246,0.9274381785803573,0.5851670725327998,-1.2141000545132399,-0.9873277467180227,-0.9853559237932508,-0.7109890658188788,-0.6806496824769727,0.8750903324285124,-0.9306402985941722,1.0846484613918272,-0.31060897225190853,-0.3319801953161655,-0.6086402808784593,-1.090342582248426,-0.3698818754538814,0.4529579822024159,1.2446658355921731,-0.4150508920956397,0.07238345806295682,0.7532454553493777,0.05744975538382319,-0.7896889905984938,-1.44006625055395,-0.5741058051987329,1.2831674807053086,-0.7534575520864448,-0.6379500689668764,-0.008409881768137228,-0.20567517286587783
[CH3][CH]1[CH2][CH]([CH]=[O])[CH2][CH2][O]1	0	38 49 62 91 247 263 282 302 321 388 493 650 656 694 721 729 802 844 926 994 1004 1007 1019 1057 1100 1195 1478 1538 1652 1692 1731 1738 1823	13.64508671090641,0.9499908310550246,-4.3005068756897975,-0.03389370367644573,0.41143796375748326,0.2976704301027482,-0.47914387831684047,0.9797592353481978,-1.2981543655900478,1.4107228647069152,1.1294428659547993,-2.018199213457139,-0.009724266691254507,0.4387264450135038,0.9770143995475513,-1.6226578342024602,0.6405292485737546,0.20195555264346987,-0.40620521652885133,1.497182673960571,-0.08510269893194908,-0.29825680641789776,-0.9306518454169591,-0.8193905655910082,-0.8036276713202796,0.7049633113112627,-0.4112832633875041,0.29960557171247715,0.765241063798179,0.12332701977394056,0.5172461910454043,-0.4588906476901074,0.20829029133348434,0.06644354697565172,-0.06118345673715511,0.062194782311530195,-0.8557101083242724,0.11178812085680545,-0.32972445796127503,0.1694979747067264,-0.09586337956950364,0.30193528545795756,-0.32128759475588864,0.580587500818198,0.29034031300181995,-1.066469747474728,-0.22527799133252324,0.2349059821181773,0.33857870492425113,-0.016114146175007615,-0.4997752219644802,0.4559907558283357,0.6144576247983675,-0.6140118971392592,-0.2246044624754028,0.15353296505349387,0.2824804941498504,0.27139006405667454,0.01782107445818537,-0.12180561161561046,0.3146765621773892,0.19465393602488276,-0.17317093778603132,0.8430902440089592,0.25767371912332726,0.46528223726432016,0.1612610969252238,0.33143297032642144,0.3025967696052365,-0.3297889005954096
[O]=[C]1[c]2[cH][cH][cH][cH][c]2[C](=[O])[N]1[CH2][C]1=[N][CH2][CH2][c]2[cH][cH][cH][cH][c]21	0	14 80 95 109 155 157 302 306 314 352 363 378 421 428 439 475 506 527 588 612 625 642 650 655 732 793 879 881 926 935 936 974 1015 1071 1073 1097 1148 1229 1236 1365 1380 1652 1656 1713 1761 1792 1794 1837 1873	-6.205888117288188,4.531145261919098,-2.2158410275890628,0.045107773537207824,-2.9169370115394595,1.9582513939736814,-4.001414211656974,-1.7675969457490668,3.5702822512335994,0.7010274303991902,-3.2657219415622074,-0.7899772845668375,0.42135492390444473,0.3422540967137858,-0.2047061871182314,0.38805461010213876,-0.9675129108179941,-0.22091364926093648,-0.16058844725012905,0.6675210919630761,-0.8473959288031719,-0.43700264823820967,0.06616079039011016,2.0854050996320503,-0.44496568299249123,-1.8765493250268963,-1.5358561285540888,1.1970875758532546,-1.1765426518902613,0.2208255596412296,0.0946936196611849,0.5325440159467933,0.41134394503116417,0.6429682715180387,-0.1879078991732556,-0.6002645580421497,-0.06445411382469957,0.29534437208741754,1.1975955672427305,-1.164141574894486,-1.1445951340794054,-0.4689518593577936,-1.0965702660444638,0.49695145969757987,-0.6857053514962074,0.9039927770086482,0.16117781093150946,-0.8341507463135074,0.17175430454694815,0.09546781811664118,0.6835729088125847,1.1402078528458373,-0.07036849824930097,0.927533576387005,-0.7711058744356796,-0.10606243506156354,1.267543200751097,-1.026952601015652,0.38892046846016637,-0.06516595704090028,0.11724334599326278,0.1687165956303337,0.27265296983941406,0.24600355270136837,-0.018273750692128943,-0.4018706309074175,0.26454662102516086,0.49224693953852017,-0.6666277018840315,0.2643173421047017
[CH3][NH][CH]1[CH2][N]([CH3])[CH]1[C]#[N]	0	49 91 203 302 387 469 472 486 649 674 771 789 790 926 935 1019 1048 1057 1100 1131 1134 1152 1200 1257 1304 1341 1367 1384 1606 1652 1812 1863 1919 1932	13.547124784210673,2.6592417542491162,-2.5430842217585736,0.6982256172387524,-0.4912500421835866,-0.18610201765208728,0.22619577208329306,0.5057106617917433,-0.8829923984734991,-0.3198176567511072,0.2084538409886631,0.41793284513967394,2.1595404774009666,3.017960823550684,-1.7690249617998763,-0.31150795152775346,-0.9145878159552536,-0.8976018622817199,1.5953987245171015,1.1561858816405688,1.0512401545079535,-2.3515357776228663,-0.511958143715201,-1.1934850214178736,-0.45306539431858217,-0.4243840899137541,0.8362300233380738,0.013017703581598969,-1.3691363630224758,-0.994482417117937,0.3896945826511808,-0.524674827528768,0.19936582062774483,0.047895408439223436,-0.07004962692293132,-0.8924260709515166,0.7255234457310107,-0.02886753957949384,0.2987468668617701,-0.28433009460856606,0.5291954052665298,-0.8088444479919612,-1.0358807078256798,-0.26964559048577674,0.08038450651383047,0.5616418928893123,0.3196510705838586,0.1865686267060418,0.46588417854019276,-0.6990363866591239,0.5881504309569165,-0.44005702186099854,-0.3036491094607273,0.40837752127563387,0.36341064936973566,-0.1265597420654231,0.04859754073164907,0.20611675021373105,-0.5419394070381451,0.26225207446043963,0.5841780217195663,0.3830727547069894,0.01938926804067531,0.15381157316255648,0.11966656142131554,0.5422248997669568,-0.45865728619782464,0.6190436171097157,0.5241128165206695,-0.5712808516687651
[N]#[C][C]12[CH]3[CH]4[CH]([CH]31)[N]42	0	8 49 75 185 674 790 935 1019 1060 1116 1372 1384 1412 1440 1511 1598 1639 1652 1938	15.25136391900459,2.312918212987655,-5.6005874069672945,3.942004328014624,-1.468464339116075,-0.10907726206264534,-0.9132044443332319,0.9788097539412967,-1.1458791081665534,-1.7899987921402307,0.47019912884728965,1.7959502566382153,0.369115547878724,3.8930151391225944,0.08963997431738502,1.5825578491257832,-0.7497846812177531,-0.5686034462795768,-0.03952737493145131,0.028999254996640023,0.5083376273545949,-1.5118453465877,-1.0454912660965239,-0.14999814368200137,-0.8622643734477031,0.836372432652781,1.6852079253629728,-1.27728208755952,1.0580990236617578,-2.207702254916221,-0.46084082581832064,-0.9976841187713655,1.0048418367544953,0.5248451651284873,1.5599671695304003,0.3674351320467172,0.19318921781871395,-1.002947592749031,0.03906387796407096,-0.1582614240861706,0.7799347137387537,0.7396175444271275,-0.11304854186644608,-1.6955799316763849,0.31560547470149125,-0.06900181501468128,-0.12179344898457062,-0.33417613212691444,1.355454852609304,-0.47438930589147565,0.6021924565211523,-1.1728835750107671,0.26440771157642473,-0.3757310602219757,-1.130996409644944,-1.3060417345126287,0.27351259126793254,0.9992136309231223,-0.4680062419838096,0.4649776403933461,0.1581908598287433,0.23062377005738258,-0.5903779376858824,-1.1814973177615746,-0.3171648026260058,0.901953413725578,-0.881113221233862,-1.0653999186403422,0.2812130499335598,0.22677551942615198
[CH]#[C][C](=[O])[n]1[cH][cH][n][n]1	0	30 169 210 281 363 370 378 390 626 650 674 737 807 915 935 938 1141 1184 1239 1294 1403 1489 1564 1618 1652 1683 1783 1796 1830 1873 1917 2038	12.317882090215562,4.946103482409318,1.2893626389471393,-0.49685795308975245,-0.5477908540864518,1.1008058971157846,0.7836178823192368,1.7984929729866648,-0.8335145866449415,-1.460414744353015,1.8169322813788682,0.9408221674197232,0.18194721172438683,1.9017862704071897,-1.1695491646043361,1.8973698182165133,-0.6019692658661211,-1.701567140698013,-1.732541410534982,-1.3292137015938703,-0.30761310882688997,-0.3238612650490883,-0.6840854299002745,0.19352038569211533,0.06583251827704761,-1.8299107297905715,-1.5124140017319858,-2.143602434160223,-0.4224117442573168,-1.1250477738916416,0.5704953161427609,1.2378534698621415,-1.660129529417545,-1.7719070758469857,-0.09059233611399997,0.009811137863426467,-0.48914197706032875,-0.5629694676312339,-0.34553680024043465,0.34252768933897604,0.16514699123502957,0.0712682930112657,0.4347962607697998,1.1440285409782365,-0.6249512311483332,-0.37837644492243405,-1.0262824708639928,0.10897681168610718,-0.2784940990172572,-0.7807197832796502,-0.6700289427966883,-0.07861518774706092,0.11252897086197981,-0.5399305340514278,0.3906821622251006,0.9985559220625999,0.14895120658365915,0.1354978199671467,0.6769822558318597,-0.20383260303455186,-0.15926262926356075,-0.35123476883161775,-0.37116199703870817,-0.04148385349233784,0.48248976924609693,-0.31786043869041825,0.6504567417004754,0.41607208241668764,0.25342707364388906,0.047200199466308296
[CH]#[C][C]([CH3])([C]#[CH])[C]#[N]	0	91 114 169 390 674 707 790 836 883 909 915 1057 1093 1177 1366 1384 1411 1528 1584 1623 1652	15.777890644978832,4.295213896212759,1.6524556912199104,2.761867897572021,-2.4247699550444652,-0.38777596950362625,-0.2527020538788861,2.9437612495948855,1.203876738828037,-1.4685438730511469,6.591783629176777,5.728504539808851,4.26692483987882,1.8493232913418305,-4.705992767317785,0.17334744315679212,-1.1462813956971534,-0.5457968767780805,0.3459527424996083,0.8892508114127047,0.9234844896297694,-0.4133542902171434,0.6236006525516794,0.7706191145614651,0.005231252660399255,-1.3384918953067717,-1.47160155258101,-2.851928197594455,-0.6410732786360591,-1.0261297676745613,-0.8104415441166188,1.772597723828,-1.6755001606914177,-1.8252456242731734,-0.9506045794917548,-0.7308958302181804,0.8857217402845896,-0.9376834785275819,0.5384066516600503,1.1194719224114358,-0.8738145239982973,-0.17102523312796192,0.31260651478480983,0.5140249233432936,-1.3324032378137962,-1.0607121077496107,-1.4454211177604197,-0.37730170070275304,-0.6451400427825085,0.44055683407478985,0.45535443268819564,1.2263460693318153,0.621104801832205,0.23045258890932485,0.5605778216285555,0.8615081949962777,0.5539666013266034,0.9043621382003725,0.1541100192950205,-0.10593957423247954,0.9779348267604121,0.24300464699763957,0.26706271205444765,-0.629832753664991,-0.07310166623053194,0.5425223144798066,0.6091813441276696,0.050253260577652115,-1.6637817040685376,-0.1816974115816702
[O]=[C]1[CH2][c]2[n][cH][nH][c]2[O]1	0	19 302 306 308 314 363 378 420 513 549 650 655 656 926 970 1045 1046 1087 1109 1114 1156 1310 1380 1412 1452 1493 1585 1643 1652 1706 1810 1873 1938 1948 2026	10.59959329510122,6.046273943180378,-1.207981443450456,1.4564675238777067,-1.3455875199391067,1.0149795973897981,0.6411155713428546,1.0630963615470128,0.9231590899227413,-0.4260056275485534,-3.2875267822939396,-0.5463398957796557,1.24450873798851,-0.08225926383404103,0.0564187832480835,0.2582018855661445,0.4132393165268315,0.9872077109661899,-0.7530948007771957,-0.3756037345940269,1.2402568992542824,1.199647998268356,-0.9734293957197678,-0.31226009220412704,-1.9636516054156266,-0.09519048523235785,-1.8569853701170373,0.431481883800553,0.7903599240771964,0.7564351962728597,-0.21423377805667249,0.5334084469686015,-0.2670202962430341,0.18510931975255118,-0.10015675638332955,-0.3887543660893219,-0.035206806838053634,-0.9169909845635009,0.6727338752042696,-0.14124690723811906,-0.24554603448552154,-0.03238152996098098,-0.22537984901107366,0.3211249472045857,0.32922252751295533,0.2996010654886097,0.7467920668344407,-0.3355909452773913,-0.7815787942605656,0.3520463067758016,-0.6411519913378443,0.4543840845443897,-0.3447551227056216,-0.08198893153002551,-0.5114954339209987,-0.23126390795279397,-0.191672652112027,-0.3315598172678479,-0.9231311201842928,0.922151793425243,-0.31614209855224784,-0.06014013091290089,0.19743068591233495,-0.27618390895215533,-0.09978093820469397,0.43980519751872027,0.07077652419141073,-0.03255455428213061,-0.0014252983455353974,-0.003712542475238556
[NH2][C](=[O])[CH2][C@@H]([NH2])[C](=[O])[OH].[OH2]	0	1 80 126 137 192 201 231 337 350 355 650 707 716 790 807 996 1083 1110 1148 1171 1265 1318 1365 1652 1663 1757 1844 1898 1917 1961 1976 2026	12.782341081257298,0.24370986904739414,3.6090476805402583,2.2533785375991116,4.277207543611068,4.569175028584725,0.2845957026537884,2.4328426611957243,1.0800501479938434,-0.083171361809458,-2.4906184022194813,-0.4621802759064727,1.7908808076238603,-0.8661698720286435,-1.2817616420440772,1.9910618862491818,1.3224845978410353,-0.7799404386115318,-1.0226236398900377,-2.3592242060902744,0.8864949485587643,-0.7658677125633114,-1.0357112233212715,1.2589192097764565,-0.37252809230651507,-0.4591577026985908,1.5303460573840466,0.6840341787043682,0.7456218833784081,-0.21298072821769742,-0.25678538341715573,-0.8758447993487348,1.4615734456172906,-0.5154804598778827,0.06490453050538902,0.3507997361873442,-1.4501603454952932,-0.043824229291443695,-0.6440816222787267,0.7815218976454843,-0.1439759786399029,-0.21324736547105216,0.8470972451172467,0.8132851597021715,0.5389416287943315,-0.03738646534713436,-0.6675012881723434,0.00992753688002379,-0.16585317161027163,0.5991465374413233,-0.6996885865199762,-0.795866954264602,-0.40580957576437693,0.35264989482967873,-0.4923392434209377,-0.5477733016364172,-0.34484657019824794,0.3263118302067999,-0.4964222593144838,-0.7645966693082348,0.1359903792424723,-0.04469570804014883,-0.24380608493000122,0.16629198703889683,0.2776745620938105,0.3797337611821743,0.004817644496003498,0.09282417586777036,-0.07823652335232023,0.34063223844610974
[N]#[C][CH2][C]1([CH2][C]#[N])[CH2][CH2]1	0	59 80 236 302 674 749 790 926 1056 1060 1089 1148 1345 1384 1453 1572 1652 1672 2000	13.975678679186517,2.8727566108984246,-0.018016809982744547,0.3272473809353174,-3.589326992136952,-0.6724092505032127,-2.417950329555421,2.60988919577379,0.891217984295395,-2.55166242409324,2.327500075001221,5.318499822777533,4.61689769074931,2.3644192755987388,1.694402855785515,1.4703788948813497,1.6172379094699851,-1.1976752938479147,1.6023747535529242,0.3994819786986361,0.7003768041936167,-1.3107971114458965,0.751997704130583,1.4952668005455478,-0.5040156286345937,-0.13252836450203598,0.9475016832232594,-0.3871108157842803,-0.7046126755356583,-1.196658958090477,0.3347984846525271,0.1501416142093237,-0.39209086652101266,0.7983149610028062,-0.07903782429305084,0.3152391887097766,1.084847021535837,1.0000626053383312,0.32361302566195516,-0.9397992923591902,-0.5831241834145229,0.9964176265851996,-0.1665791841628687,0.44538004373494655,0.04677618968259256,-0.17644978546567724,0.11773173008443683,0.08238415960899442,1.0808890737206953,0.47842138384375676,1.2371245979365892,-0.5784544890563329,0.8852297461915641,-0.17994671299579723,-0.3100864222319727,0.23142881384011826,0.2448857450971686,-0.8669566641678281,-0.8025957366974554,-0.8429584190833849,0.14738661779159112,-0.5492719277534618,-0.011458449636745582,-0.920186549872882,-0.007114348378123192,-0.2870287608707884,0.05519138414892444,0.05692170782665407,-0.6345093759722837,-0.5195816243137823
